# CHIMERA extraction kicker KICK.EXT - SYNTHETIC data, not a
# simulation of anything. Layout: frequency [Hz], Re(ZLong) , Im(ZLong).
# Already beta-weighted (pre_weighted: true in the config).
1.000000e+04 1.380367e-07 1.873823e-02
1.023332e+04 1.445532e-07 1.917543e-02
1.047209e+04 1.513775e-07 1.962284e-02
1.071643e+04 1.585239e-07 2.008069e-02
1.096647e+04 1.660076e-07 2.054922e-02
1.122234e+04 1.738447e-07 2.102868e-02
1.148418e+04 1.820517e-07 2.151933e-02
1.175214e+04 1.906462e-07 2.202142e-02
1.202634e+04 1.996464e-07 2.253523e-02
1.230694e+04 2.090716e-07 2.306103e-02
1.259409e+04 2.189416e-07 2.359910e-02
1.288794e+04 2.292777e-07 2.414972e-02
1.318865e+04 2.401016e-07 2.471319e-02
1.349637e+04 2.514366e-07 2.528981e-02
1.381127e+04 2.633067e-07 2.587988e-02
1.413352e+04 2.757372e-07 2.648372e-02
1.446329e+04 2.887545e-07 2.710164e-02
1.480075e+04 3.023863e-07 2.773399e-02
1.514609e+04 3.166616e-07 2.838108e-02
1.549948e+04 3.316109e-07 2.904328e-02
1.586112e+04 3.472660e-07 2.972093e-02
1.623120e+04 3.636601e-07 3.041439e-02
1.660991e+04 3.808281e-07 3.112403e-02
1.699746e+04 3.988067e-07 3.185022e-02
1.739405e+04 4.176340e-07 3.259336e-02
1.779989e+04 4.373501e-07 3.335384e-02
1.821520e+04 4.579969e-07 3.413206e-02
1.864021e+04 4.796185e-07 3.492844e-02
1.907513e+04 5.022609e-07 3.574341e-02
1.952019e+04 5.259721e-07 3.657738e-02
1.997565e+04 5.508028e-07 3.743082e-02
2.044172e+04 5.768057e-07 3.830417e-02
2.091868e+04 6.040361e-07 3.919789e-02
2.140676e+04 6.325521e-07 4.011247e-02
2.190623e+04 6.624143e-07 4.104839e-02
2.241735e+04 6.936862e-07 4.200614e-02
2.294040e+04 7.264345e-07 4.298624e-02
2.347565e+04 7.607288e-07 4.398921e-02
2.402340e+04 7.966421e-07 4.501558e-02
2.458392e+04 8.342508e-07 4.606590e-02
2.515752e+04 8.736350e-07 4.714073e-02
2.574450e+04 9.148785e-07 4.824063e-02
2.634518e+04 9.580690e-07 4.936620e-02
2.695987e+04 1.003299e-06 5.051802e-02
2.758891e+04 1.050663e-06 5.169673e-02
2.823262e+04 1.100264e-06 5.290293e-02
2.889136e+04 1.152207e-06 5.413728e-02
2.956546e+04 1.206601e-06 5.540043e-02
3.025529e+04 1.263564e-06 5.669305e-02
3.096122e+04 1.323215e-06 5.801583e-02
3.168361e+04 1.385683e-06 5.936948e-02
3.242287e+04 1.451100e-06 6.075470e-02
3.317937e+04 1.519605e-06 6.217225e-02
3.395352e+04 1.591344e-06 6.362288e-02
3.474573e+04 1.666470e-06 6.510735e-02
3.555643e+04 1.745142e-06 6.662645e-02
3.638605e+04 1.827529e-06 6.818100e-02
3.723502e+04 1.913805e-06 6.977182e-02
3.810380e+04 2.004154e-06 7.139976e-02
3.899285e+04 2.098768e-06 7.306569e-02
3.990264e+04 2.197849e-06 7.477048e-02
4.083367e+04 2.301607e-06 7.651505e-02
4.178641e+04 2.410264e-06 7.830032e-02
4.276138e+04 2.524050e-06 8.012725e-02
4.375911e+04 2.643208e-06 8.199681e-02
4.478011e+04 2.767991e-06 8.390998e-02
4.582493e+04 2.898666e-06 8.586780e-02
4.689414e+04 3.035509e-06 8.787129e-02
4.798828e+04 3.178813e-06 8.992154e-02
4.910796e+04 3.328881e-06 9.201962e-02
5.025377e+04 3.486035e-06 9.416665e-02
5.142630e+04 3.650607e-06 9.636377e-02
5.262620e+04 3.822949e-06 9.861217e-02
5.385409e+04 4.003427e-06 1.009130e-01
5.511063e+04 4.192425e-06 1.032676e-01
5.639649e+04 4.390345e-06 1.056770e-01
5.771235e+04 4.597609e-06 1.081427e-01
5.905892e+04 4.814658e-06 1.106659e-01
6.043690e+04 5.041953e-06 1.132480e-01
6.184703e+04 5.279979e-06 1.158904e-01
6.329007e+04 5.529242e-06 1.185944e-01
6.476677e+04 5.790272e-06 1.213614e-01
6.627793e+04 6.063625e-06 1.241931e-01
6.782435e+04 6.349883e-06 1.270908e-01
6.940685e+04 6.649655e-06 1.300561e-01
7.102627e+04 6.963579e-06 1.330906e-01
7.268348e+04 7.292323e-06 1.361960e-01
7.437936e+04 7.636587e-06 1.393737e-01
7.611480e+04 7.997103e-06 1.426256e-01
7.789074e+04 8.374639e-06 1.459534e-01
7.970811e+04 8.769998e-06 1.493589e-01
8.156788e+04 9.184021e-06 1.528438e-01
8.347105e+04 9.617590e-06 1.564100e-01
8.541863e+04 1.007163e-05 1.600594e-01
8.741164e+04 1.054710e-05 1.637939e-01
8.945116e+04 1.104502e-05 1.676156e-01
9.153826e+04 1.156644e-05 1.715265e-01
9.367406e+04 1.211248e-05 1.755286e-01
9.585970e+04 1.268430e-05 1.796241e-01
